Accident Year,Accident State,Unintentional Release (Barrels)
2014,IL,0.26
2014,TX,10
2014,IL,0.28
2014,KS,7.3
2014,TX,3.5
2014,OH,0.17
2014,IA,2.5
2014,HI,3
2014,TX,0.48
2014,IL,0.2
2014,TX,4
2014,ND,65
2014,CA,15
2014,OK,1.5
2014,MI,0.9
2014,LA,0.3
2014,TX,12
2014,TX,0.54
2014,TX,15
2014,OK,5
2014,OK,30
2014,KY,1
2014,TX,20
2014,IN,747.7
2014,OK,1
2014,OK,1.5
2014,MO,0.4
2014,CA,238
2014,TX,3
2014,AL,3
2014,TX,0.6
2014,IA,0.4
2014,IN,0.12
2014,MT,1.25
2014,OH,0.71
2014,MT,1
2014,NM,15
2014,TX,364
2014,IN,0.24
2014,ND,3
2014,WY,30
2014,OK,1
2014,OK,361
2014,IN,11
2014,GA,8.2
2014,TX,0.24
2014,ND,5
2014,IL,25
2014,IL,5
2014,TX,0.75
2014,KS,2
2014,MS,0.5
2014,KS,2
2014,MI,64
2014,TX,1.55
2014,CA,39
2014,OH,450
2014,AL,0.24
2014,TX,4
2014,NM,2.5
2014,TX,0.5
2014,OK,35
2014,ND,475
2014,ND,200
2014,TX,3992
2014,GA,41
2014,TX,0.44
2014,TN,2
2014,TX,650
2014,MS,17.85
2014,WI,7
2014,CO,0.08
2014,TX,1
2014,OK,4
2014,TX,4.5
2014,IL,1
2014,TX,20
2014,TX,0.24
2014,TX,0.71
2014,TX,1.12
2014,KS,31.42
2014,FL,0.23
2014,OK,160
2014,TX,3
2014,IL,0.19
2014,NY,0.48
2014,TN,1
2014,WY,2
2014,LA,2
2014,LA,0.79
2014,MN,0.6
2014,MO,80
2014,IA,1.07
2014,VA,0.48
2014,TX,49
2014,TX,4.5
2014,OK,0.35
2014,PA,2
2014,NM,500
2014,TX,173
2014,TX,1
2014,OH,5
2014,MN,0.36
2014,TX,0.01
2014,TX,3
2014,LA,0.9
2014,TX,3
2014,TX,100
2014,TX,12
2014,OK,3
2014,LA,4.7
2014,IN,0.95
2014,TX,0.5
2014,LA,400
2014,WY,1
2014,TX,0.36
2014,TX,0.2
2014,OK,65
2014,IL,0.05
2014,WY,5
2014,WY,5
2014,TX,4.5
2014,TX,0.54
2014,LA,0.9
2014,TX,7
2014,OK,0.71
2014,TX,400
2014,OK,176
2014,TX,4
2014,TX,2066
2014,TX,0.01
2014,TX,0.2
2014,TX,1.5
2014,TX,3
2014,MO,270
2014,KS,2.9
2014,TX,10
2014,TX,744.05
2014,TX,0.2
2014,,0.1
2014,SC,608
2014,MS,4
2014,CA,0.26
2014,OK,2.5
2014,CA,331
2014,KS,0.6
2014,LA,20
2014,WY,35
2014,TX,2
2014,WY,0.19
2014,TX,250
2014,TX,1
2014,CA,989
2014,TX,890
2014,CA,0.24
2014,TX,150
2014,AR,0.48
2014,TX,1
2014,LA,2
2014,NC,15.88
2014,MO,0.71
2014,LA,84
2014,MN,0.2
2014,LA,0.48
2014,KY,0
2014,KY,7.1
2014,CA,0.5
2014,KS,20.7
2014,TX,25
2014,MT,3.5
2014,KS,0.6
2014,KS,2.85
2014,WY,0.5
2014,MS,1.6
2014,LA,0.3
2014,MO,11.9
2014,CA,7.2
2014,CA,37
2014,TX,473
2014,OK,0.5
2014,CA,0.12
2014,TX,0.35
2014,CA,22
2014,IL,3
2014,IL,646
2014,LA,0.3
2014,MN,23
2014,TX,67.82
2014,TX,1
2014,OK,4.2
2014,TX,10
2014,CA,225
2014,CA,10
2014,TX,0.06
2014,NJ,0.67
2014,IL,0.1
2014,TX,3
2014,OK,0.36
2014,IN,10
2014,NM,120
2014,WY,500
2014,TX,0.12
2014,TX,800
2014,WA,0.19
2014,CO,350
2014,TX,0.7
2014,KS,0.2
2014,,1.49
2014,UT,1
2014,CA,2.38
2014,TX,1
2014,OH,0.8
2014,LA,0.02
2014,PA,0.05
2014,TX,14
2014,TX,0.71
2014,KS,4
2014,NM,0.2
2014,NM,8
2014,CA,16
2014,TX,0.2
2014,TX,0.28
2014,IL,10
2014,LA,0.2
2014,TX,4
2014,ND,0.21
2014,OK,0.7
2014,TX,1.1
2014,FL,0.1
2014,WY,2
2014,TX,6
2014,KS,2
2014,MN,0.26
2014,IL,0.59
2014,WY,30
2014,KS,16.66
2014,LA,0.1
2014,WI,2.5
2014,TX,0.36
2014,TX,0.71
2014,NJ,143
2014,TX,0.2
2014,OH,0.24
2014,AL,919
2014,OK,0.17
2014,LA,2.12
2014,OK,52
2014,TX,0.93
2014,WY,1
2014,TX,0.1
2014,OK,1
2014,KS,0.83
2014,TX,2
2014,AK,6
2014,NJ,2.4
2014,CO,200
2014,TX,0.02
2014,NM,1
2014,TX,2
2014,MT,5
2014,LA,10
2014,NJ,0.48
2014,TX,1.9
2014,KS,40
2014,OK,3.4
2014,TX,5
2014,WY,15
2014,WY,30
2014,TX,17.1
2014,MN,0.24
2014,TX,0.2
2014,TX,0.95
2014,KS,15.6
2014,CA,12.76
2014,CA,0.24
2014,LA,0.02
2014,CA,2.13
2014,AR,250
2014,TX,1.2
2014,TX,1
2014,TX,15
2014,OH,1.43
2014,MN,3.93
2014,AR,0.1
2014,TX,1
2014,TX,128
2014,ND,1
2014,CO,20
2014,KS,0.15
2014,NJ,10
2014,LA,0.45
2014,OK,115
2014,IL,21.4
2014,TX,10
2014,TX,1
2014,OK,8.9
2014,WY,0.24
2014,TX,6.5
2014,TX,2.38
2014,TX,34.6
2014,TX,0.44
2014,ND,0.2
2014,TX,0.1
2014,CA,0.86
2014,WY,45
2014,WY,0.13
2014,OK,1
2014,LA,6
2014,TX,3
2014,TX,0.48
2014,LA,4509
2014,WY,3
2014,TX,2
2014,TX,15
2014,KS,0.71
2014,TX,4
2014,TX,0.25
2014,WY,8
2014,LA,2.4
2014,CO,0.6
2014,LA,0.36
2014,TX,0.17
2014,TX,90
2014,OH,0
2014,OK,2
2014,OK,15
2014,IN,0.12
2014,TX,1
2014,KY,40
2014,TX,4
2014,IL,0.36
2014,TX,790
2014,IA,3216
2014,MT,0.24
2014,WA,7.49
2014,CA,5
2014,CA,0.31
2014,TX,0.3
2014,TX,20
2014,OK,30
2014,CA,2
2014,FL,0
2014,NM,5
2014,CO,119.05
2014,TX,0.63
2014,OK,1
2014,TX,1.5
2014,OK,13
2014,NJ,0.19
2014,MT,25
2014,OH,1.45
2014,NM,62
2014,OK,0.2
2014,TX,0.4
2014,TX,50
2014,WY,2
2014,OK,0.24
2014,WY,4
2014,WI,5.95
2014,IL,0.42
2014,TX,0.55
2014,TX,31.8
2014,TX,0.24
2014,MI,0
2014,TX,20
2014,SC,8800
2014,TX,35
2014,ND,5.7
2014,CA,0.01
2014,CA,0.79
2014,OH,1
2014,GA,22.6
2014,SC,0
2014,TX,1
2014,IN,0.12
2014,WY,5
2014,NE,1.19
2014,TX,0.36
2014,IN,2.38
2014,WY,0.24
2014,MN,20
2014,NM,0.5
2014,CO,0.47
2014,OK,6
2014,LA,0
2014,PA,1924
2014,IN,9.4
2014,TX,100
2014,TX,9
2014,TX,181
2015,TX,500
2015,AL,9.52
2015,TX,1
2015,TX,2
2015,OK,0.5
2015,TX,0.24
2015,TX,300
2015,OH,100
2015,OK,1
2015,TX,27123
2015,CA,58.9
2015,WI,5
2015,NE,0.48
2015,TX,30
2015,OK,1
2015,MN,20
2015,TX,25
2015,TX,0.2
2015,LA,0.05
2015,MT,758
2015,ND,0.06
2015,LA,0.7
2015,CA,3.57
2015,TX,1.75
2015,TX,0.5
2015,PA,0.88
2015,OK,6.9
2015,OK,0.5
2015,WI,2
2015,HI,1300
2015,TX,3
2015,TX,2
2015,MT,2
2015,TX,0.1
2015,LA,0.07
2015,WV,30565
2015,LA,0.4
2015,TX,1.11
2015,NM,24
2015,NJ,0.24
2015,IN,0.4
2015,LA,2.86
2015,TX,1
2015,OK,760
2015,IN,0.36
2015,TX,35
2015,KS,308
2015,MN,0.01
2015,WY,0.5
2015,NM,105
2015,OK,0.2
2015,OH,0.71
2015,TX,15
2015,NM,1
2015,CO,0.38
2015,IL,0.01
2015,TX,200
2015,PA,51
2015,KS,3
2015,TX,2.9
2015,CA,2
2015,NJ,0.24
2015,KY,160
2015,TX,2.5
2015,OK,0.5
2015,NM,10
2015,OK,0.2
2015,TX,2.97
2015,WY,65
2015,CA,0.11
2015,TX,85
2015,TX,30
2015,ND,0.62
2015,LA,0.7
2015,OK,0.18
2015,TX,3
2015,TX,23
2015,PA,0.12
2015,NJ,0.01
2015,WI,4.76
2015,TX,0.33
2015,LA,0.2
2015,PA,297
2015,CO,0.48
2015,CA,15
2015,AR,0.2
2015,TX,1
2015,TX,80
2015,CA,100
2015,MI,0.19
2015,ND,390
2015,TX,12
2015,IL,84
2015,KS,0.1
2015,IA,0.16
2015,MO,0.33
2015,TX,0.2
2015,TX,25
2015,TX,25
2015,WY,300
2015,OK,5
2015,OH,0.6
2015,NC,23.1
2015,WY,0.3
2015,MN,0.24
2015,OK,0.2
2015,TX,0.1
2015,OH,0.6
2015,IN,2
2015,TX,1.5
2015,LA,0.71
2015,MS,80
2015,MS,0.5
2015,IL,0.95
2015,OK,8
2015,TX,3
2015,NJ,0.21
2015,WY,0.5
2015,TN,0.5
2015,TX,0.26
2015,PA,0.4
2015,TX,0.85
2015,TX,2.4
2015,,1.4
2015,KS,5
2015,OK,4.4
2015,CA,1.66
2015,OK,8
2015,TX,2.38
2015,KS,0.38
2015,TX,3
2015,TX,400
2015,LA,0.36
2015,TX,1
2015,TX,0.79
2015,MO,4.48
2015,PA,0.4
2015,TX,5
2015,SC,62.9
2015,MD,0.36
2015,NM,50
2015,OK,0.26
2015,AK,4.31
2015,TX,2.3
2015,CA,0.95
2015,LA,2535
2015,TX,0.4
2015,PA,0.3
2015,TX,4
2015,MO,0.62
2015,WY,0.2
2015,TX,0.5
2015,MN,10
2015,TX,0.45
2015,KS,0.71
2015,TX,10
2015,OK,0.24
2015,VA,1.43
2015,NC,0.45
2015,TX,25
2015,IL,4
2015,OK,0.1
2015,MD,0.24
2015,IL,0.6
2015,MO,0.24
2015,TX,2
2015,TX,0.48
2015,WY,3.7
2015,KS,1861
2015,NM,100
2015,OK,4.5
2015,TX,0.12
2015,TX,0.2
2015,TX,3
2015,TX,0.4
2015,TX,4
2015,TX,0.2
2015,TX,445
2015,TX,650
2015,TX,0.1
2015,TX,0.1
2015,TX,1
2015,NJ,0.59
2015,IL,0.8
2015,TX,1
2015,WI,2
2015,TX,0.2
2015,CA,2934
2015,TX,1.5
2015,TX,770
2015,TX,10
2015,IL,5
2015,TX,1
2015,CA,0.83
2015,CA,7.86
2015,TX,0.2
2015,TX,172
2015,LA,0.24
2015,TX,20
2015,TX,0.5
2015,AK,0.24
2015,NM,35
2015,TX,60
2015,LA,8.98
2015,TX,0.71
2015,CA,12.7
2015,AL,0.26
2015,CA,0.91
2015,VA,0.67
2015,TX,1.5
2015,TX,0.47
2015,NM,0.25
2015,TX,1
2015,LA,0.6
2015,OK,0.18
2015,WY,40
2015,TX,0.4
2015,WY,3.5
2015,NJ,3.57
2015,OH,0.4
2015,NY,5.7
2015,TX,4.05
2015,IL,3
2015,TX,1609
2015,TX,8000
2015,TX,315
2015,WY,2
2015,TX,3300
2015,TX,4.71
2015,TX,976
2015,WY,1
2015,NJ,0.1
2015,CO,0.01
2015,TX,0.36
2015,MT,6
2015,KS,0.16
2015,LA,0.04
2015,NM,682
2015,WY,260
2015,KS,0.5
2015,MT,1.5
2015,VA,0.12
2015,LA,1
2015,TX,0.07
2015,TX,0.24
2015,TX,4.5
2015,WY,30
2015,IL,100
2015,OK,0.5
2015,TX,1.79
2015,FL,0.96
2015,WY,2
2015,IL,51.5
2015,LA,0.6
2015,NM,1.43
2015,MO,1
2015,TX,10
2015,WY,162
2015,OK,1
2015,LA,0.6
2015,WY,145
2015,OK,400
2015,OH,6.02
2015,TX,27
2015,CA,264
2015,WI,13.9
2015,TX,5
2015,TX,1.9
2015,TX,1
2015,PA,0.23
2015,MN,0.01
2015,KS,1.6
2015,IN,0.48
2015,NM,17.3
2015,UT,3
2015,IN,0.95
2015,TX,1.3
2015,NJ,4.76
2015,TX,1.5
2015,LA,4
2015,TX,1.6
2015,TX,321
2015,LA,3.3
2015,TX,138.3
2015,TX,8.98
2015,TX,0.71
2015,WY,35
2015,CO,1300
2015,KS,93.85
2015,TX,15
2015,TX,0.12
2015,CA,5
2015,TX,0.6
2015,KS,3
2015,NC,142.9
2015,WI,0.71
2015,LA,0.52
2015,TX,0.21
2015,WY,0.5
2015,TX,1025
2015,TX,0.1
2015,IL,0.24
2015,NC,8.9
2015,TX,0.07
2015,TX,1
2015,IL,0.1
2015,WY,2
2015,WY,1
2015,NY,0.7
2015,OK,28
2015,OR,0.74
2015,TX,26
2015,TX,5
2015,NM,40
2015,OK,20
2015,TX,0.47
2015,OK,30
2015,TX,1
2015,TX,0.01
2015,TX,15
2015,MD,0.48
2015,OH,0.2
2015,WY,3
2015,MA,8.3
2015,TX,0.1
2015,TX,1
2015,IN,6
2015,MO,5
2015,TX,75
2015,TX,200
2015,KS,100
2015,IL,2.39
2015,TX,2
2015,MI,22
2015,TX,150
2015,CA,70
2015,CA,900
2015,TX,0.01
2015,SC,0.21
2015,TX,13.21
2015,CA,24
2015,TX,0.1
2015,VA,95.24
2015,IN,5.74
2015,TX,2
2015,MA,2.9
2015,TX,5
2015,TX,3
2015,TX,6
2015,TX,38.7
2015,TX,5
2015,,0.39
2015,OK,20
2015,CA,16.5
2015,WY,1
2015,CA,72
2015,OH,0.2
2015,TX,6.25
2015,TX,4
2015,TX,0.38
2015,TX,0.2
2015,CA,0.2
2015,TX,2.38
2015,WY,0.15
2015,WY,8
2015,PA,5
2015,MS,4
2015,TX,15
2015,WY,0.12
2015,MT,0.5
2015,ND,27
2015,WY,1
2015,TX,17
2015,TX,0.6
2015,PA,215
2015,TX,10
2015,NJ,0.2
2015,NJ,0.2
2015,TX,0.41
2015,TX,1
2015,IL,24
2015,TX,2
2015,LA,0.05
2015,TX,0.89
2015,LA,13.6
2015,OH,0.23
2015,TX,100
2015,TX,0.5
2015,TX,100
2015,TX,522
2015,TX,1.7
2015,TX,40
2015,TX,1064
2015,TX,0.5
2015,TX,14
2015,TX,0.5
2015,TX,45
2015,TX,5
2015,NM,0.35
2015,OK,0.29
2015,WY,9
2015,TX,0.36
2015,WY,4
2015,WY,20
2015,TX,24
2015,TX,98
2015,GA,65.98
2015,WY,20
2015,TX,0.3
2015,TX,24
2015,OK,6
2015,NJ,0.12
2015,OR,2.4
2015,WY,0.2
2015,CA,2
2015,TX,35
2015,TX,0.01
2015,OK,632
2015,TX,0.1
2015,TX,0.5
2015,WY,0.2
2015,WY,0.2
2015,MN,0.01
2015,MN,10.8
2015,,0.02
2015,TX,1.5
2015,TX,1
2015,TX,30
2015,WY,0.2
2015,MN,0.2
2015,LA,5
2015,TX,1.4
2015,VA,0.28
2015,LA,220
2015,TX,53.47
2015,TX,2
2015,TX,2
2015,OK,1181
2015,KS,40
2015,NC,3.69
2015,TX,1
2015,TX,798
2015,OK,225
2015,TX,19
2015,IL,1.14
2015,OK,1000
2015,TX,0.1
2015,TX,443
2015,TX,0.75
2015,CA,211
2015,CA,4.93
2015,NM,1.5
2015,TX,10
2015,TX,0.5
2015,CA,0.95
2015,OK,21
2015,TX,0.02
2015,OK,2
2015,TX,9.76
2015,IA,10
2015,TX,0.8
2015,TX,3
2016,TX,0.59
2016,TX,1850
2016,TX,0.35
2016,IL,1.8
2016,MS,1.07
2016,OK,4
2016,TX,200
2016,LA,2853.5
2016,KY,10
2016,KS,140
2016,OK,11
2016,NY,0.31
2016,TX,0.2
2016,NM,2
2016,NM,0.5
2016,OK,1
2016,KS,169
2016,WY,1.1
2016,NM,0.24
2016,NJ,519
2016,CA,0.48
2016,ND,1
2016,NJ,1.4
2016,KS,1.6
2016,TX,1
2016,IL,1
2016,TX,485
2016,TX,0.02
2016,AL,2.67
2016,TX,1
2016,TX,180
2016,TX,2.8
2016,IN,533
2016,MS,11
2016,NC,11
2016,ND,22.1
2016,TX,0.1
2016,OK,20
2016,WY,0.36
2016,LA,1.02
2016,IL,0.59
2016,AL,3.02
2016,AK,0.01
2016,WI,104
2016,TX,4
2016,OH,1.2
2016,TX,300
2016,WY,80
2016,CA,0.5
2016,TX,1
2016,VA,1.5
2016,OH,69
2016,TX,0.1
2016,TX,20
2016,NM,100
2016,TX,8
2016,IA,0.29
2016,TX,34
2016,OK,152
2016,TX,195
2016,NY,249
2016,MS,330
2016,SD,31
2016,KS,15
2016,IN,0.5
2016,OK,0
2016,LA,0.1
2016,NJ,0.8
2016,NJ,0.6
2016,OK,0.2
2016,OK,0.2
2016,NJ,359
2016,CO,223
2016,NJ,4.76
2016,OH,150
2016,LA,4950
2016,NJ,0
2016,NJ,0
2016,KS,238
2016,IA,0.27
2016,CA,30
2016,GA,13.71
2016,TX,0.2
2016,TX,0.24
2016,PA,0.23
2016,TX,0.2
2016,TX,4.8
2016,CA,0.14
2016,TX,0.24
2016,NY,2
2016,IA,1.74
2016,OK,0.48
2016,TX,0.37
2016,MN,0.21
2016,IL,0.23
2016,TX,8.3
2016,AL,1.5
2016,ND,150
2016,TX,1.34
2016,WY,0.64
2016,ND,20
2016,MS,0.1
2016,CA,2.19
2016,TX,10
2016,PA,29
2016,TX,83
2016,WY,61
2016,IA,10
2016,OK,2.6
2016,WY,6
2016,TX,0.9
2016,TX,960
2016,SD,400
2016,KS,65.3
2016,NJ,0.24
2016,TX,4
2016,OK,100.1
2016,TX,2.1
2016,TX,1.4
2016,TX,50
2016,KS,4
2016,TX,1
2016,AL,14.29
2016,IN,854
2016,CA,18
2016,LA,123
2016,NM,190
2016,TX,6
2016,AK,0
2016,TX,32
2016,TX,40
2016,TX,0.17
2016,TX,4
2016,LA,0.7
2016,TX,15
2016,LA,47.62
2016,NJ,150
2016,KS,4
2016,TX,0.1
2016,MS,14
2016,OK,50
2016,CO,91.1
2016,TX,694
2016,TX,63
2016,CA,2.98
2016,MO,0.48
2016,IN,0.6
2016,IN,2.4
2016,ND,1.48
2016,ND,31
2016,IA,1
2016,KS,37.5
2016,TX,0.01
2016,PA,0.6
2016,NM,70
2016,LA,5.8
2016,NJ,2
2016,TX,3.61
2016,TX,10
2016,TX,5
2016,TX,38
2016,NJ,0.14
2016,TX,0.1
2016,CA,500
2016,LA,0.1
2016,TX,0.2
2016,OK,24
2016,TX,0.16
2016,MT,0
2016,LA,0.2
2016,TX,20
2016,OK,25
2016,NE,0.36
2016,TX,0.02
2016,PA,9.1
2016,NJ,24
2016,CA,15
2016,CA,15
2016,OH,2
2016,TX,25
2016,TX,0.29
2016,IL,0.48
2016,TX,1.97
2016,TX,0.35
2016,MI,280
2016,TX,200
2016,TX,0.2
2016,TX,1
2016,OH,0.5
2016,KS,470.8
2016,TX,0.71
2016,CA,0.48
2016,MT,10
2016,TX,60
2016,CA,0.12
2016,TX,0.33
2016,TX,2
2016,TX,4.4
2016,CA,173
2016,TX,0.01
2016,TX,15
2016,TX,4.2
2016,ND,0.12
2016,TX,0.11
2016,OK,1
2016,TX,0.71
2016,CA,1075
2016,TX,0.2
2016,MO,10
2016,TX,0.1
2016,OH,0.1
2016,LA,130
2016,TX,222
2016,TX,0.25
2016,TX,3
2016,TX,1
2016,VA,12.05
2016,TX,5.6
2016,TX,13.21
2016,KS,2.28
2016,TX,81.4
2016,CO,1.19
2016,LA,16.91
2016,TX,300
2016,TX,90
2016,TX,1.1
2016,TX,0.38
2016,TX,0.5
2016,AL,9.6
2016,IN,4.76
2016,TX,50
2016,TX,2
2016,TX,0.88
2016,OK,0.12
2016,TX,1
2016,HI,14
2016,IL,0.2
2016,CA,1
2016,CA,3
2016,TX,5.9
2016,TX,10
2016,TX,2
2016,KS,25
2016,TX,4
2016,CA,0.36
2016,TX,4.87
2016,MT,0.28
2016,TX,10
2016,LA,0.18
2016,TX,0.36
2016,TX,1
2016,TX,700
2016,NM,250
2016,OH,2
2016,TX,203
2016,TX,0.6
2016,TX,6.15
2016,LA,4
2016,CA,295
2016,TX,17
2016,LA,52.2
2016,NM,10
2016,LA,56
2016,LA,0.24
2016,TX,71.8
2016,CA,50.24
2016,OR,0.69
2016,TX,0.7
2016,TX,15
2016,AL,6.91
2016,TX,4.4
2016,PA,5
2016,AR,20
2016,CA,1.79
2016,LA,0.69
2016,MT,0
2016,NJ,0.05
2016,SC,0.24
2016,TX,0.1
2016,TX,0.8
2016,OK,3
2016,TX,0.47
2016,MS,45
2016,TX,4
2016,TX,2.5
2016,MN,0.2
2016,TX,3
2016,OK,7.2
2016,TX,2.48
2016,LA,160
2016,TX,20
2016,TX,16
2016,TX,0.03
2016,TX,19
2016,NJ,0.02
2016,TX,3
2016,TX,60
2016,AL,7370
2016,TX,8600
2016,TX,168
2016,NM,4.5
2016,ND,4
2016,NM,0.7
2016,TX,0.4
2016,OK,22
2016,GA,0.6
2016,TX,1.07
2016,IN,1
2016,TX,0.24
2016,TX,1208
2016,OK,5
2016,OH,2.38
2016,TX,5
2016,TX,0.5
2016,TX,4
2016,TX,0.31
2016,WY,0.2
2016,OK,5
2016,TX,6.3
2016,TX,5
2016,NJ,1.19
2016,MS,1.05
2016,MO,10.71
2016,TX,0.5
2016,TX,11.5
2016,TX,0.01
2016,LA,1.5
2016,TX,0.12
2016,TX,0
2016,LA,7.9
2016,TX,0.3
2016,PA,0.6
2016,WY,575
2016,CO,1.58
2016,KS,6
2016,WY,2
2016,TX,0
2016,TX,1
2016,VA,0.86
2016,NE,2587
2016,OH,40
2016,TX,3.48
2016,TX,649
2016,MN,0.15
2016,PA,1238
2016,OK,7603
2016,KS,1.2
2016,KS,0.71
2016,PA,0.2
2016,TX,0.37
2016,KS,1722
2016,TX,2.82
2016,AL,4444.5
2016,LA,2
2016,TX,1.5
2016,LA,0.14
2016,TX,0.02
2016,WA,0.27
2016,ID,0.71
2016,NJ,0.05
2016,TX,2
2016,TX,0.5
2016,TX,4
2016,TX,0.2
2016,PA,1820
2016,TX,7
2016,MO,656.77
2016,OH,3
2016,IL,0.1
2016,CA,1.4
2016,KS,72
2016,TX,4.2
2016,NJ,5
2016,SD,0.4
2016,TX,5
2016,TX,0.38
2016,TX,25
2016,TX,0.13
2016,TX,1.98
2016,CA,20
2016,MO,5000
2016,LA,5.1
2016,TX,0.2
2016,UT,0.24
2016,TX,500
2016,AR,0.4
2016,WY,191
2016,IL,0.1
2016,ND,4200
2016,TX,0.22
2016,SC,33
2016,TX,34.1
2016,TX,11.4
2016,NM,15
2016,TX,5
2016,TX,2.1
2016,TX,4.16
2016,VA,0
2016,TX,60
2016,TX,2
2016,OH,150
2016,NJ,1.19
2016,TX,0.22
2016,TX,30
2016,OK,5
2016,LA,0.12
2016,OK,75
2016,IN,1.7
2016,MO,12.5
2016,TX,3
2016,TX,202
2016,TX,3
2016,MO,0.25
2016,LA,580
2016,OK,1
2017,PA,0.2
2017,TX,4
