Accident Year,Accident State,Unintentional Release (Barrels)
2014,TX,1
2014,TX,4
2014,TX,790
2014,TX,0.3
2014,TX,20
2014,TX,0.63
2014,TX,1.5
2014,TX,0.4
2014,TX,50
2014,TX,0.55
2014,TX,31.8
2014,TX,0.24
2014,TX,20
2014,TX,35
2014,TX,1
2014,TX,0.36
2014,TX,100
2014,TX,9
2014,TX,181
2015,TX,500
2015,TX,1
2015,TX,2
2015,TX,0.24
2015,TX,300
2015,TX,27123
2015,TX,30
2015,TX,25
2015,TX,0.2
2015,TX,1.75
2015,TX,0.5
2015,TX,3
2015,TX,2
2015,TX,0.1
2015,TX,1.11
2015,TX,1
2015,TX,35
2015,TX,15
2015,TX,200
2015,TX,2.9
2015,TX,2.5
2015,TX,2.97
2015,TX,85
2015,TX,30
2015,TX,3
2015,TX,23
2015,TX,0.33
2015,TX,1
2015,TX,80
2015,TX,12
2015,TX,0.2
2015,TX,25
2015,TX,25
2015,TX,0.1
2015,TX,1.5
2015,TX,3
2015,TX,0.26
2015,TX,0.85
2015,TX,2.4
2015,TX,2.38
2015,TX,3
2015,TX,400
2015,TX,1
2015,TX,0.79
2015,TX,5
2015,TX,2.3
2015,TX,0.4
2015,TX,4
2015,TX,0.5
2015,TX,0.45
2015,TX,10
2015,TX,25
2015,TX,2
2015,TX,0.48
2015,TX,0.12
2015,TX,0.2
2015,TX,3
2015,TX,0.4
2015,TX,4
2015,TX,0.2
2015,TX,445
2015,TX,650
2015,TX,0.1
2015,TX,0.1
2015,TX,1
2015,TX,1
2015,TX,0.2
2015,TX,1.5
2015,TX,770
2015,TX,10
2015,TX,1
2015,TX,0.2
2015,TX,172
2015,TX,20
2015,TX,0.5
2015,TX,60
2015,TX,0.71
2015,TX,1.5
2015,TX,0.47
2015,TX,1
2015,TX,0.4
2015,TX,4.05
2015,TX,1609
2015,TX,8000
2015,TX,315
2015,TX,3300
2015,TX,4.71
2015,TX,976
2015,TX,0.36
2015,TX,0.07
2015,TX,0.24
2015,TX,4.5
2015,TX,1.79
2015,TX,10
2015,TX,27
2015,TX,5
2015,TX,1.9
2015,TX,1
2015,TX,1.3
2015,TX,1.5
2015,TX,1.6
2015,TX,321
2015,TX,138.3
2015,TX,8.98
2015,TX,0.71
2015,TX,15
2015,TX,0.12
2015,TX,0.6
2015,TX,0.21
2015,TX,1025
2015,TX,0.1
2015,TX,0.07
2015,TX,1
2015,TX,26
2015,TX,5
2015,TX,0.47
2015,TX,1
2015,TX,0.01
2015,TX,15
2015,TX,0.1
2015,TX,1
2015,TX,75
2015,TX,200
2015,TX,2
2015,TX,150
2015,TX,0.01
2015,TX,13.21
2015,TX,0.1
2015,TX,2
2015,TX,5
2015,TX,3
2015,TX,6
2015,TX,38.7
2015,TX,5
2015,TX,6.25
2015,TX,4
2015,TX,0.38
2015,TX,0.2
2015,TX,2.38
2015,TX,15
2015,TX,17
2015,TX,0.6
2015,TX,10
2015,TX,0.41
2015,TX,1
2015,TX,2
2015,TX,0.89
2015,TX,100
2015,TX,0.5
2015,TX,100
2015,TX,522
2015,TX,1.7
2015,TX,40
2015,TX,1064
2015,TX,0.5
2015,TX,14
2015,TX,0.5
2015,TX,45
2015,TX,5
2015,TX,0.36
2015,TX,24
2015,TX,98
2015,TX,0.3
2015,TX,24
2015,TX,35
2015,TX,0.01
2015,TX,0.1
2015,TX,0.5
2015,TX,1.5
2015,TX,1
2015,TX,30
2015,TX,1.4
2015,TX,53.47
2015,TX,2
2015,TX,2
2015,TX,1
2015,TX,798
2015,TX,19
2015,TX,0.1
2015,TX,443
2015,TX,0.75
2015,TX,10
2015,TX,0.5
2015,TX,0.02
2015,TX,9.76
2015,TX,0.8
2015,TX,3
2016,TX,0.59
2016,TX,1850
2016,TX,0.35
2016,TX,200
2016,TX,0.2
2016,TX,1
2016,TX,485
2016,TX,0.02
2016,TX,1
2016,TX,180
2016,TX,2.8
2016,TX,0.1
2016,TX,4
2016,TX,300
2016,TX,1
2016,TX,0.1
2016,TX,20
2016,TX,8
2016,TX,34
2016,TX,195
2016,TX,0.2
2016,TX,0.24
2016,TX,0.2
2016,TX,4.8
2016,TX,0.24
2016,TX,0.37
2016,TX,8.3
2016,TX,1.34
2016,TX,10
2016,TX,83
2016,TX,0.9
2016,TX,960
2016,TX,4
2016,TX,2.1
2016,TX,1.4
2016,TX,50
2016,TX,1
2016,TX,6
2016,TX,32
2016,TX,40
2016,TX,0.17
2016,TX,4
2016,TX,15
2016,TX,0.1
2016,TX,694
2016,TX,63
2016,TX,0.01
2016,TX,3.61
2016,TX,10
2016,TX,5
2016,TX,38
2016,TX,0.1
2016,TX,0.2
2016,TX,0.16
2016,TX,20
2016,TX,0.02
2016,TX,25
2016,TX,0.29
2016,TX,1.97
2016,TX,0.35
2016,TX,200
2016,TX,0.2
2016,TX,1
2016,TX,0.71
2016,TX,60
2016,TX,0.33
2016,TX,2
2016,TX,4.4
2016,TX,0.01
2016,TX,15
2016,TX,4.2
2016,TX,0.11
2016,TX,0.71
2016,TX,0.2
2016,TX,0.1
2016,TX,222
2016,TX,0.25
2016,TX,3
2016,TX,1
2016,TX,5.6
2016,TX,13.21
2016,TX,81.4
2016,TX,300
2016,TX,90
2016,TX,1.1
2016,TX,0.38
2016,TX,0.5
2016,TX,50
2016,TX,2
2016,TX,0.88
2016,TX,1
2016,TX,5.9
2016,TX,10
2016,TX,2
2016,TX,4
2016,TX,4.87
2016,TX,10
2016,TX,0.36
2016,TX,1
2016,TX,700
2016,TX,203
2016,TX,0.6
2016,TX,6.15
2016,TX,17
2016,TX,71.8
2016,TX,0.7
2016,TX,15
2016,TX,4.4
2016,TX,0.1
2016,TX,0.8
2016,TX,0.47
2016,TX,4
2016,TX,2.5
2016,TX,3
2016,TX,2.48
2016,TX,20
2016,TX,16
2016,TX,0.03
2016,TX,19
2016,TX,3
2016,TX,60
2016,TX,8600
2016,TX,168
2016,TX,0.4
2016,TX,1.07
2016,TX,0.24
2016,TX,1208
2016,TX,5
2016,TX,0.5
2016,TX,4
2016,TX,0.31
2016,TX,6.3
2016,TX,5
2016,TX,0.5
2016,TX,11.5
2016,TX,0.01
2016,TX,0.12
2016,TX,0
2016,TX,0.3
2016,TX,0
2016,TX,1
2016,TX,3.48
2016,TX,649
2016,TX,0.37
2016,TX,2.82
2016,TX,1.5
2016,TX,0.02
2016,TX,2
2016,TX,0.5
2016,TX,4
2016,TX,0.2
2016,TX,7
2016,TX,4.2
2016,TX,5
2016,TX,0.38
2016,TX,25
2016,TX,0.13
2016,TX,1.98
2016,TX,0.2
2016,TX,500
2016,TX,0.22
2016,TX,34.1
2016,TX,11.4
2016,TX,5
2016,TX,2.1
2016,TX,4.16
2016,TX,60
2016,TX,2
2016,TX,0.22
2016,TX,30
2016,TX,3
2016,TX,202
2016,TX,3
2017,TX,4
2013,WV,11405
2015,WV,30565
